numeric1,numeric2,numeric3,numeric4,numeric5,numeric6,numeric7,numeric8,numeric9,numeric10,numeric11,numeric12,numeric13,label,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39
0,0,0,0,24,0,0,0,0,0,0,0,0,0,13,17,506,667,3,4,1234,4,1,2,171,519,161,1,82,581,4,19,0,3,541,0,1,20,0,9
0,0,0,7,1,0,1,0,2,0,20,0,0,0,7,17,548,714,0,0,332,0,0,904,308,560,282,0,117,625,0,19,214,0,584,0,8,20,0,9
0,0,0,7,1,0,0,1,5,0,13,0,0,0,0,11,549,715,8,1,374,1,0,905,344,561,316,2,845,626,0,558,1,2,585,0,2,612,1,2
1,2,0,2,0,0,0,5,1,124,6,0,2,0,0,188,0,10,0,0,1235,1,0,2,987,0,878,1,646,0,5,351,0,1,0,3,1,18,0,2
5,0,0,1,0,0,0,0,0,124,6,6,0,0,3,11,0,10,3,1,1236,4,0,2,988,0,879,0,18,0,2,64,1,2,0,0,8,9,1,2
0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,108,550,716,0,1,530,1,0,906,94,562,92,7,846,627,0,559,1,2,586,0,9,613,1,2
0,0,0,58,0,0,3,10,8,0,40,0,9,0,3,125,0,717,0,0,1237,1,0,907,72,0,70,1,261,0,0,196,0,3,0,0,0,614,4,118
0,0,0,8,17,0,0,9,0,0,0,0,5,0,45,7,9,15,0,0,38,3,0,908,37,10,36,1,143,12,1,115,1,2,11,0,1,13,1,2
0,1,0,0,4,3,0,0,1,0,6,0,0,1,3,54,0,10,6,1,1238,19,0,2,989,0,880,2,663,0,5,450,1,2,0,0,1,615,1,2
0,0,0,0,4,0,0,0,1,0,6,0,0,0,0,35,0,240,0,3,1239,1,0,909,990,0,881,2,58,628,1,47,0,3,587,0,1,227,12,158
6,8,0,4,0,0,0,0,2,124,13,0,0,0,3,90,0,45,0,0,293,1,0,37,36,0,35,2,167,0,0,132,90,0,0,0,1,43,6,27
71,1,0,4,0,0,75,3,19,374,353,13,0,0,3,136,5,2,14,1,1005,5,0,11,829,6,748,0,847,6,2,560,1,2,6,0,9,2,1,2
0,0,0,17,0,0,11,5,8,0,54,0,1,0,3,11,0,10,3,0,782,14,0,580,190,0,176,7,848,0,0,58,1,2,0,5,9,9,1,2
1,27,0,0,0,0,2,4,1,124,27,0,0,0,3,106,5,2,0,0,201,1,0,11,190,6,176,1,578,6,0,406,1,2,6,0,1,2,1,2
0,0,0,0,6,0,0,0,4,0,0,0,0,0,7,174,0,10,0,1,1240,32,0,910,538,0,497,0,849,0,3,327,0,1,0,0,8,20,9,440
42,0,0,14,0,0,7,0,16,124,20,0,1,0,3,66,56,82,0,5,437,1,0,336,396,57,364,2,120,70,6,99,1,2,64,0,9,79,1,2
0,1,0,10,0,0,0,0,2,0,6,2,1,0,3,17,23,32,0,0,53,0,0,31,641,24,50,6,74,26,7,39,6,1,25,0,7,18,0,13
0,1,0,2,1,0,1,0,1,0,40,0,0,1,3,17,0,10,5,4,1241,1,0,911,292,0,267,12,721,0,0,19,48,3,0,0,1,616,0,2
0,0,0,7,2,1,0,0,74,0,20,0,1,0,3,83,0,718,3,0,1242,1,0,912,991,0,882,2,153,629,0,123,1,2,588,3,0,617,1,2
0,0,0,2,0,0,3,2,19,0,61,0,0,1,20,0,0,32,14,0,145,1,0,913,140,0,133,1,59,239,6,53,0,1,0,0,8,18,0,25
0,1,0,63,1,0,0,7,13,0,6,0,7,0,3,20,551,179,0,0,121,1,0,20,25,563,25,2,25,630,1,23,19,0,589,1,1,108,5,117
8,0,0,8,0,0,0,1,0,124,6,0,0,1,0,95,0,719,0,5,18,14,0,124,17,0,17,2,377,631,0,140,0,1,0,1,1,618,2,2
0,0,0,0,1,0,0,4,11,0,13,0,0,0,16,0,0,10,0,4,925,5,0,914,380,0,349,2,130,0,0,0,0,0,0,0,1,287,0,2
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17,0,622,0,0,311,1,0,215,287,0,126,1,82,632,5,19,0,3,0,0,0,541,24,393
0,0,1,1,0,0,0,0,0,0,0,0,0,1,7,20,552,720,0,0,121,1,0,17,25,564,25,0,68,633,0,23,0,0,590,1,8,619,5,441
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,188,0,32,1,1,5,5,0,2,5,0,5,1,646,0,4,351,0,1,0,0,2,18,0,328
0,0,0,17,0,0,7,2,0,0,27,0,1,1,7,17,0,240,0,3,961,1,0,915,305,0,279,2,20,523,0,19,0,3,482,0,1,227,0,158
0,0,0,4,0,0,0,0,1,0,13,0,0,0,0,28,0,10,0,0,279,1,0,916,32,0,31,2,34,0,0,32,215,1,0,0,6,620,6,200
0,0,8,1,2,0,0,3,8,0,6,0,1,0,3,111,46,66,12,0,173,1,0,917,164,47,154,1,545,55,0,171,0,1,52,0,0,58,13,6
0,5,0,5,0,0,3,2,4,0,6,0,1,0,3,26,0,10,4,0,873,1,0,2,740,0,672,1,217,0,0,30,32,0,0,0,1,9,13,2
1,0,0,0,0,0,0,0,0,124,6,0,0,0,3,37,0,10,3,0,1243,0,0,474,602,0,552,1,316,0,5,49,80,3,0,0,8,9,3,2
0,0,0,11,12,0,0,6,0,0,0,0,2,0,3,7,9,15,0,0,211,1,0,2,199,10,185,1,143,12,4,115,1,2,11,0,2,13,1,2
0,0,0,1,0,0,5,3,30,0,61,0,0,0,3,56,553,721,0,0,1244,1,0,717,180,565,166,2,173,634,6,136,0,3,591,0,6,20,4,9
0,0,0,4,6,0,0,4,3,0,6,0,1,0,3,66,56,82,0,0,374,1,0,260,344,57,316,2,526,70,0,374,1,2,64,0,2,79,1,2
1,3,0,1,0,0,0,2,0,124,6,0,0,0,13,69,59,87,0,1,21,1,0,2,20,61,20,2,319,75,5,103,0,1,68,0,1,18,0,38
0,0,0,0,0,0,0,0,1,0,6,0,0,0,3,37,342,483,0,0,384,1,0,918,76,353,74,0,72,411,0,49,22,0,374,0,1,20,3,9
1,17,0,48,0,0,0,4,6,124,20,0,4,0,0,0,0,32,0,4,162,1,0,919,83,0,81,2,382,239,0,53,0,1,0,0,1,18,0,25
2,0,0,8,0,0,2,4,7,249,54,0,1,0,27,11,0,722,3,2,1245,1,0,138,106,0,104,2,18,0,0,561,1,2,0,0,9,621,1,2
0,0,0,1,12,0,0,0,0,0,0,0,0,0,14,99,0,10,0,0,697,5,0,2,614,0,564,2,184,0,4,145,0,1,0,0,1,9,16,165
1,0,0,0,0,0,6,3,16,124,108,0,0,0,7,84,0,10,3,6,173,1,0,920,164,0,154,10,827,0,0,124,0,3,0,0,8,622,13,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,554,723,3,1,218,1,0,155,205,566,191,5,850,635,1,527,1,2,592,0,1,573,1,2
0,3,0,8,118,0,0,1,0,0,0,0,0,0,3,265,0,724,18,0,1064,5,1,921,151,0,54,4,851,636,3,562,1,2,593,0,5,623,1,2
0,0,0,5,1,0,1,0,2,0,20,0,0,0,3,266,555,725,5,1,321,1,0,25,365,567,249,4,852,637,0,563,1,2,594,0,5,624,1,2
0,2,0,0,13,1,1,0,4,0,6,0,0,0,25,149,172,246,0,0,1246,1,0,11,992,174,883,1,370,213,0,255,1,2,192,0,1,232,1,2
0,91,0,0,4,0,0,0,0,0,6,0,0,1,3,169,556,726,0,1,143,1,0,329,137,568,132,1,536,638,0,311,0,1,595,0,0,625,0,68
0,7,0,4,1,0,0,0,8,0,13,0,0,1,3,85,0,45,11,2,1247,21,0,286,443,0,411,2,160,0,0,126,14,0,0,0,9,43,0,27
0,0,0,5,0,0,5,1,0,0,13,0,1,0,2,145,2,2,0,5,580,1,0,589,519,2,479,2,601,2,0,245,1,2,2,0,9,2,1,2
1,4,0,8,0,0,0,1,0,124,6,0,0,0,0,0,0,94,0,3,311,1,0,215,287,0,126,12,853,271,5,0,0,0,0,0,1,18,0,442
5,0,0,5,0,0,7,5,5,124,81,2,0,1,5,20,557,727,0,5,26,5,0,17,25,569,25,1,109,639,7,23,216,3,596,1,1,20,0,9
0,0,0,11,1,0,0,1,2,0,6,0,1,0,3,51,268,375,0,1,1248,1,0,2,993,272,884,0,691,326,5,88,130,3,293,0,1,51,11,209
0,0,0,4,0,0,2,0,0,0,6,1,0,0,3,104,500,152,0,5,1249,1,0,2,994,513,885,1,203,575,6,159,0,1,535,0,4,141,4,101
1,0,0,66,0,0,0,4,3,124,6,0,7,1,3,11,558,728,0,0,952,1,0,2,795,570,719,2,854,640,1,564,1,2,597,1,1,626,1,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,68,559,729,0,1,1250,1,0,922,995,571,886,0,417,641,3,102,1,2,598,0,0,428,1,2
0,0,0,0,13,0,0,0,0,0,0,0,0,1,3,0,0,94,0,3,316,3,1,11,292,0,267,12,853,271,0,0,0,0,242,0,1,18,0,442
0,0,0,5,0,0,0,2,2,0,0,0,0,0,3,125,291,413,0,0,417,5,0,293,381,298,350,1,261,356,3,196,0,0,320,3,1,372,4,118
7,0,0,48,0,0,8,2,14,249,170,27,2,0,0,20,0,10,0,5,26,1,0,150,25,0,25,1,109,0,2,23,217,0,0,0,1,73,5,2
33,1,0,26,0,0,3,5,1,124,13,0,2,0,3,29,0,10,0,4,1245,1,0,74,106,0,104,2,100,0,0,84,0,3,0,0,1,9,0,443
0,0,0,33,1,0,0,4,8,0,0,0,3,1,16,67,0,83,0,0,1251,1,0,2,996,58,887,1,155,71,4,101,1,2,65,0,4,4,1,2
8,61,0,2,0,0,0,0,0,124,6,0,0,0,3,36,544,710,6,2,524,12,0,923,472,557,437,5,842,621,0,383,0,0,581,0,7,609,4,438
0,0,0,7,16,5,0,2,17,0,0,0,1,0,6,18,48,69,0,0,1252,1,0,97,997,49,888,1,194,57,0,120,1,2,55,0,0,61,1,2
0,0,0,0,2,0,0,4,2,0,0,0,0,0,3,104,0,10,0,0,262,5,0,521,31,0,30,2,563,0,1,159,0,1,0,0,0,9,4,47
0,2,0,0,1,0,1,1,1,0,13,0,0,1,2,36,400,553,0,0,1253,5,0,924,998,410,889,5,142,473,0,56,0,3,434,0,9,485,4,444
1,0,0,5,0,0,1,0,25,124,54,0,0,0,3,34,0,10,0,5,247,0,0,925,11,0,11,2,268,0,6,46,0,3,0,1,1,9,8,2
0,0,0,0,2,1,0,4,5,0,6,0,0,0,3,165,2,2,5,1,1254,1,0,926,999,2,890,7,855,2,0,394,1,2,2,0,1,2,1,2
1,0,0,0,0,0,0,0,0,124,6,5,0,1,42,69,59,87,1,1,261,1,0,867,239,61,222,2,319,75,2,103,0,1,68,0,0,18,0,38
0,0,0,5,0,0,0,4,14,0,6,0,2,0,6,89,0,9,0,1,220,1,0,2,207,8,193,1,337,8,0,131,0,0,8,0,0,8,0,445
0,0,0,1,11,0,0,0,4,0,6,0,0,0,3,0,0,94,1,2,143,1,0,11,137,0,132,2,130,548,0,0,0,0,599,0,0,18,0,64
2,0,0,11,0,0,0,2,3,124,27,0,1,0,0,29,222,316,0,5,548,1,0,2,493,225,454,5,425,274,0,84,24,3,245,3,0,292,19,203
0,0,0,0,1,0,0,0,0,0,6,0,0,0,3,12,560,730,0,4,472,1,0,11,430,572,397,0,12,642,5,12,196,0,600,0,1,627,3,446
0,9,3,1,47,0,0,0,0,0,0,0,0,0,3,17,23,32,0,0,60,1,1,927,58,24,57,6,74,26,0,39,6,1,25,3,7,18,0,13
0,0,0,0,12,1,1,1,6,0,0,0,0,0,2,19,2,2,0,0,369,1,0,448,340,2,312,2,487,2,0,173,1,2,2,0,9,2,1,2
0,3,0,13,0,0,0,1,1,0,0,0,1,0,2,17,0,10,3,5,1255,1,0,2,1000,0,891,1,82,0,4,19,44,0,0,0,8,9,0,2
0,22,0,2,1,0,0,3,2,0,6,0,1,1,0,24,5,2,0,0,1256,44,0,2,181,6,167,5,106,6,0,89,1,2,6,0,0,2,1,2
0,0,1,44,0,0,0,7,3,0,0,0,4,0,0,190,0,10,3,0,1257,1,0,331,1001,0,892,1,497,0,0,354,0,1,0,0,0,628,20,210
10,0,0,0,0,0,0,3,1,124,6,0,0,0,3,11,34,48,0,0,12,1,0,928,11,35,11,1,856,39,0,59,1,2,36,0,1,46,1,2
0,152,0,8,3,0,2,1,16,0,20,0,1,1,0,267,561,731,0,1,650,5,0,903,1002,573,12,16,857,643,6,565,1,2,601,0,0,629,1,2
0,16,0,4,2,0,0,0,2,0,6,0,0,0,3,268,562,732,14,0,1258,1,0,2,1003,574,509,10,858,644,1,566,1,2,602,0,2,630,1,2
0,0,0,0,2,0,0,0,1,0,13,0,0,0,20,269,0,10,17,3,252,4,0,2,231,0,216,1,859,0,0,567,1,2,0,0,1,18,1,2
1,0,0,19,0,0,0,1,4,124,6,0,11,0,0,0,0,454,3,0,629,4,0,929,787,0,516,2,130,0,5,0,0,3,0,3,0,401,0,297
0,0,0,0,0,0,1,0,0,0,34,0,0,1,0,11,563,733,0,4,332,1,0,155,308,575,282,0,389,645,0,287,1,2,603,0,1,269,1,2
0,0,2,23,0,0,0,4,0,0,0,0,2,0,16,14,0,10,0,5,1259,5,0,11,1004,0,893,2,15,0,0,15,0,1,0,3,1,631,4,47
0,0,0,25,1,0,0,6,8,0,0,0,2,0,23,7,21,15,0,5,222,1,0,421,209,22,195,0,228,24,0,33,1,2,23,3,1,13,1,2
0,0,0,0,4,0,0,4,12,0,0,0,0,0,3,24,5,2,0,0,1260,1,0,90,126,6,121,6,30,6,0,28,1,2,6,1,7,2,1,2
5,0,0,10,0,0,0,3,0,124,13,0,0,1,3,11,564,734,0,0,7,5,0,178,138,576,7,5,682,646,1,460,1,2,604,0,1,483,1,2
0,0,0,0,18,0,0,0,1,0,0,0,0,1,0,270,73,101,12,1,1261,0,1,198,262,76,242,8,860,90,0,568,1,2,82,3,0,93,1,2
0,0,0,5,0,0,0,3,0,0,6,0,0,0,0,196,276,386,4,0,898,1,0,338,194,280,180,7,861,336,5,363,126,1,301,0,9,18,0,256
7,35,0,0,0,0,0,0,0,124,6,0,0,0,3,12,0,10,5,5,1262,1,0,930,1005,0,894,2,51,0,0,12,0,1,0,0,1,9,0,304
3,0,0,11,0,0,1,1,2,124,20,0,0,1,0,75,64,93,4,0,81,1,0,52,58,67,57,5,136,82,0,111,1,2,74,3,0,89,1,2
0,0,0,4,12,4,0,0,25,0,0,0,1,0,3,11,258,48,0,5,121,1,0,392,25,262,25,1,215,315,1,59,1,2,283,0,1,46,1,2
0,2,3,0,0,1,0,3,7,0,13,0,10,0,7,67,0,83,0,0,1263,1,0,931,805,58,727,1,122,71,0,101,1,2,65,0,1,4,1,2
0,64,0,1,0,0,0,0,0,0,0,0,0,0,3,11,0,11,32,5,72,1,1,2,70,0,34,2,380,9,8,280,1,2,9,0,1,4,1,2
0,0,1,0,12,0,0,1,0,0,0,0,0,0,3,1,46,66,3,4,1264,1,1,758,650,47,591,1,1,55,0,1,0,1,52,0,0,58,2,390
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,271,0,10,1,0,102,19,1,2,99,0,97,2,862,0,8,569,0,0,0,0,2,632,4,447
0,0,0,2,4,0,2,3,9,0,27,0,0,0,3,169,23,32,1,0,256,1,0,177,38,24,37,1,536,26,0,311,0,0,25,3,1,18,0,448
2,15,0,20,0,0,0,5,1,124,6,0,2,0,3,201,565,735,1,0,1265,1,0,11,1006,577,895,2,535,647,1,378,0,0,605,0,0,633,0,259
0,0,0,0,0,0,0,2,2,0,13,0,0,0,3,84,0,10,0,0,239,1,0,932,224,0,209,1,863,0,1,161,218,3,0,1,0,130,13,89
1,10,1,0,0,0,0,0,0,124,6,0,0,0,14,0,55,32,1,2,81,1,0,52,58,56,57,0,78,67,1,53,0,1,63,0,0,18,0,25
2,0,0,11,0,0,0,1,3,249,13,0,0,1,3,112,566,736,6,5,1072,1,0,202,265,578,244,2,227,648,0,172,0,1,606,0,0,634,3,47
0,0,0,1,9,3,0,9,5,0,6,0,0,0,3,2,5,2,3,1,1266,0,0,2,970,6,863,2,2,6,0,2,1,2,6,5,1,2,1,2
0,0,0,0,0,0,11,3,9,0,88,0,0,1,0,77,27,37,0,2,909,1,0,933,765,28,695,0,510,30,0,364,0,1,29,0,7,2,4,257
26,0,0,10,0,0,6,0,0,124,13,0,0,1,3,74,0,4,0,5,218,12,0,236,205,66,191,1,134,80,0,110,1,2,73,0,1,4,1,2
0,1,0,1,0,0,0,1,0,0,0,0,0,0,13,89,567,403,1,4,1267,1,0,2,1007,579,785,7,864,649,4,131,0,0,607,0,2,18,0,449
1,3,0,0,0,0,0,0,0,124,13,0,0,0,3,29,568,737,0,4,1268,7,0,2,1008,580,896,2,100,650,0,84,113,1,608,0,1,20,4,9
0,5,0,0,1,0,0,8,12,0,0,0,5,1,2,2,21,15,33,0,279,4,0,934,32,22,31,0,292,24,0,162,1,2,23,3,7,13,1,2
0,0,0,0,7,0,0,0,1,0,0,0,0,0,3,96,0,179,0,5,139,1,0,62,135,0,130,2,865,0,1,570,1,2,0,1,1,108,1,2
0,0,0,0,3,0,1,0,0,0,6,0,0,0,2,29,0,10,0,4,616,1,0,25,629,0,249,2,44,0,6,34,14,3,0,0,1,635,4,450
0,3,0,7,0,0,0,0,0,0,0,0,0,1,3,25,21,15,0,0,121,1,0,2,25,22,25,2,31,24,4,29,1,2,23,0,1,13,1,2
0,0,0,1,8,0,0,0,1,0,0,0,0,0,3,61,345,488,0,0,854,1,0,935,727,356,661,2,288,414,3,91,95,0,377,0,1,20,0,9
1,0,0,1,0,0,0,0,0,124,6,0,0,0,3,11,0,10,5,2,1269,19,0,936,1009,0,897,2,866,0,5,571,1,2,0,0,0,636,1,2
0,1,0,14,7,0,0,3,4,0,6,0,1,0,74,105,0,10,0,0,1270,6,0,2,810,0,731,1,205,0,0,160,38,0,0,0,1,637,17,451
0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,80,5,2,0,2,1271,14,0,2,1010,6,898,2,148,6,4,119,1,2,6,0,2,2,1,2
3,0,1,16,0,0,0,6,4,249,27,0,0,0,0,1,0,738,0,5,1272,1,0,937,1011,0,899,0,867,0,0,290,0,1,0,0,7,40,2,452
0,0,0,107,0,0,0,6,15,0,0,0,10,0,3,174,569,739,0,0,1273,1,0,938,1012,581,900,0,849,651,1,327,0,3,609,0,1,152,0,107
0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,109,473,633,4,0,1274,1,0,2,1013,485,901,2,219,546,4,168,1,2,505,0,2,446,1,2
0,0,0,0,5,4,0,2,7,0,6,0,0,0,7,80,5,2,0,0,1275,1,0,2,1014,6,902,2,148,6,1,119,1,2,6,0,3,2,1,2
0,0,0,10,21,3,0,1,3,0,0,0,1,0,2,117,0,10,0,0,1276,1,1,939,43,0,42,2,335,0,0,182,196,0,0,0,6,638,0,453
1,0,0,5,0,0,0,3,1,124,6,0,0,0,2,117,570,740,0,2,678,14,0,2,597,582,547,1,243,652,5,182,219,3,610,0,1,20,16,454
0,1,0,4,0,0,0,0,0,0,13,0,0,1,3,236,0,10,0,2,1277,1,0,940,1015,0,903,2,703,0,0,476,1,2,0,0,1,9,1,2
0,5,0,0,9,0,0,0,2,0,6,0,0,0,14,0,0,741,3,0,1278,19,0,11,873,0,139,2,130,653,5,0,0,0,0,0,1,18,0,455
0,0,0,0,1,0,1,0,1,0,13,0,0,1,10,84,571,742,0,4,282,1,0,941,257,583,238,2,226,654,0,124,38,3,611,0,9,639,13,456
0,0,0,4,15,0,0,1,0,0,0,0,0,0,0,7,25,15,0,0,1279,1,0,2,26,26,26,1,35,28,1,33,1,2,27,0,1,13,1,2
0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,101,153,175,0,0,36,1,0,459,35,155,34,1,868,185,0,490,1,2,169,0,1,161,1,2
0,1,0,10,1,0,2,0,7,0,27,0,1,1,3,85,0,45,0,2,536,1,0,942,483,0,447,2,160,0,0,126,0,0,0,0,1,43,0,27
19,0,0,1,0,0,1,0,0,124,6,0,0,0,3,272,0,4,0,1,1280,1,0,943,1016,584,904,0,869,655,5,572,1,2,612,0,0,4,1,2
0,99,0,0,0,0,0,0,0,0,0,0,0,0,3,11,572,743,0,1,526,1,1,2,473,585,439,0,870,656,8,573,1,2,613,0,2,640,1,2
5,0,0,8,0,0,0,1,0,124,6,0,0,0,11,14,573,744,3,0,1043,1,0,883,755,586,686,2,94,657,0,80,0,0,614,3,1,60,4,42
1,0,0,35,0,0,0,5,1,124,6,0,3,0,0,29,393,544,0,2,9,1,0,944,3,403,3,1,103,466,5,84,67,3,427,0,0,20,4,9
0,0,0,5,0,0,1,2,4,0,13,0,0,0,15,17,0,10,5,5,218,4,0,155,205,0,191,2,20,0,5,19,88,3,0,0,1,641,0,457
2,2,0,4,0,0,0,0,0,124,6,0,0,0,0,17,23,32,0,4,987,1,0,945,818,24,739,2,427,26,1,39,0,1,25,0,1,18,0,13
5,62,0,0,0,0,0,2,6,249,13,0,0,1,6,85,0,45,0,4,143,1,0,419,137,0,132,2,160,0,0,126,14,0,0,0,9,43,0,27
0,0,0,0,4,0,4,0,1,0,34,0,0,0,0,11,574,745,3,5,1281,1,0,770,958,587,854,1,871,658,6,574,1,2,615,3,0,642,1,2
0,0,0,17,15,0,0,5,0,0,0,0,1,0,2,7,5,2,0,0,1282,5,0,2,849,6,765,1,7,6,1,7,1,2,6,0,1,2,1,2
0,0,0,2,11,0,0,1,0,0,0,0,0,0,3,11,0,10,0,0,6,1,1,2,380,0,349,7,18,0,6,64,1,2,0,0,2,643,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,575,746,0,0,1283,14,0,2,799,588,722,2,872,659,4,575,1,2,616,0,7,644,1,2
0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,89,576,747,0,1,526,1,1,2,473,589,439,1,337,660,8,131,0,0,617,0,2,645,0,2
0,0,0,1,2,0,1,0,0,0,6,9,0,0,3,17,0,10,0,2,53,1,0,31,276,0,50,2,20,0,2,19,0,0,0,0,0,20,0,9
0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,29,0,748,6,0,1284,20,0,2,1017,0,905,5,425,661,5,84,220,1,0,0,0,18,0,458
0,0,0,8,0,2,1,1,11,0,13,0,0,0,3,61,0,10,6,0,1029,5,0,25,1018,0,271,5,873,0,2,91,26,3,0,0,1,56,11,40
0,0,0,0,4,4,0,0,1,0,6,0,0,0,3,74,0,4,0,0,1285,1,0,11,1019,66,906,1,134,80,5,110,1,2,73,0,0,4,1,2
0,2,0,2,8,2,0,1,6,0,6,0,0,0,3,7,25,15,0,0,709,1,0,946,27,26,27,2,235,28,5,115,1,2,27,0,1,13,1,2
0,0,0,1,4,0,0,0,1,0,6,0,0,1,3,39,0,10,14,0,1286,19,0,11,1020,0,907,2,709,0,1,51,0,0,0,1,0,9,2,368
0,0,0,1,22,0,0,0,0,0,0,0,0,0,2,29,0,749,0,0,1287,1,1,947,1021,0,70,0,436,0,0,84,221,0,0,0,1,646,4,295
32,0,4,8,0,0,17,5,4,124,27,1,0,1,3,0,0,32,2,0,669,1,0,948,589,0,539,2,382,239,7,53,0,0,0,1,1,18,0,36
11,0,0,0,0,0,5,0,7,0,40,1,0,1,3,84,0,10,1,4,173,13,0,187,164,0,154,1,305,0,7,124,26,0,0,0,8,647,13,459
2,15,0,5,0,0,11,6,27,124,47,0,4,0,6,20,0,10,5,0,26,5,0,150,25,0,25,0,68,0,6,23,222,3,0,0,1,9,0,2
2,0,0,13,0,0,0,1,0,124,6,0,1,1,3,78,0,10,1,0,1288,1,0,2,1022,0,438,1,141,0,1,114,1,2,0,0,0,9,1,2
7,1,0,8,0,0,1,5,6,124,13,3,3,0,0,29,0,10,0,4,1289,1,0,2,1023,0,908,1,103,0,0,84,0,0,0,0,0,648,4,2
2,0,0,5,0,0,0,3,2,124,13,0,0,0,3,29,0,10,23,0,966,0,0,949,805,0,727,0,436,0,0,84,81,0,0,0,9,563,4,2
0,0,0,35,1,0,0,5,4,0,13,0,4,0,75,11,246,344,0,0,1290,1,0,2,1024,251,909,1,459,300,1,164,1,2,271,3,8,56,1,2
5,19,0,0,0,0,2,0,19,124,20,0,0,1,3,117,0,45,0,1,1291,1,0,950,1025,0,910,2,690,0,2,465,14,0,0,0,9,43,16,27
0,0,1,16,3,0,0,2,1,0,0,0,1,0,3,12,0,10,0,5,1292,1,0,2,1026,0,911,2,51,0,4,12,223,0,0,0,9,9,19,2
0,0,0,1,5,0,0,0,1,0,0,0,0,0,7,28,0,10,1,5,1293,1,0,62,1027,0,912,1,46,0,3,32,93,3,0,0,1,649,22,460
0,0,0,4,2,0,0,2,2,0,6,0,0,0,3,46,0,10,0,3,1294,1,0,284,903,0,809,2,598,0,0,68,224,3,0,0,1,9,2,2
2,3,0,5,0,0,0,6,2,124,13,0,0,0,3,2,21,15,0,0,6,9,0,2,1028,22,650,1,231,24,0,174,1,2,23,0,0,13,1,2
0,58,0,1,3,0,0,0,2,0,13,0,0,1,3,90,0,45,0,0,279,19,0,22,32,0,31,2,167,0,0,132,14,0,0,0,9,43,6,27
21,22,0,10,0,0,1,1,0,249,13,0,1,1,3,49,44,61,0,1,195,5,0,951,184,45,170,2,85,52,0,71,0,1,49,0,0,55,2,38
0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,11,577,750,3,3,283,1,1,2,258,590,145,7,874,662,8,576,1,2,618,0,1,650,1,2
1,0,0,26,0,0,0,3,0,124,6,0,2,0,17,29,438,593,3,0,235,1,0,157,209,447,195,6,875,510,5,34,38,3,470,0,4,275,4,434
0,3,0,0,4,8,0,0,25,0,13,0,0,1,3,158,578,751,0,0,248,1,0,952,228,591,213,2,876,663,0,284,1,2,619,1,6,651,1,2
0,1,0,1,2,0,0,0,0,0,0,0,0,0,3,61,579,752,0,4,179,1,0,953,169,592,159,0,400,664,1,91,80,1,620,0,1,652,0,401
0,19,0,10,16,0,0,2,0,0,0,0,1,0,7,7,5,2,0,5,1295,14,0,11,1029,6,913,2,670,6,5,7,1,2,6,0,1,2,1,2
0,4,0,11,0,0,0,0,35,0,13,0,0,1,7,69,59,87,8,1,325,4,0,653,766,61,274,1,125,75,0,103,0,1,68,5,1,18,0,38
0,0,0,0,4,0,1,0,3,0,6,0,0,0,3,0,0,753,0,0,79,5,0,592,77,0,75,5,405,0,2,0,0,3,0,0,1,18,0,461
0,0,0,0,2,1,0,2,4,0,6,0,0,0,27,29,0,10,5,0,1296,5,0,2,1008,0,896,1,103,0,5,84,81,3,0,3,1,20,0,9
0,0,0,8,0,0,1,5,12,0,20,0,3,0,76,168,0,10,23,5,1297,5,0,2,747,0,677,1,618,0,0,310,190,0,0,0,1,20,27,9
0,0,0,1,8,0,0,1,0,0,0,0,0,0,3,53,580,754,0,4,1298,5,1,184,653,593,593,0,18,665,5,577,225,1,621,0,1,653,0,462
0,4,0,7,1,0,1,3,13,0,40,0,0,0,3,19,5,2,3,1,1299,1,0,954,1030,6,914,1,412,6,0,22,1,2,6,0,1,2,1,2
0,0,0,0,1,0,0,0,0,0,13,0,0,0,6,75,64,93,2,2,199,0,0,2,188,67,174,5,136,82,1,111,1,2,74,0,0,89,1,2
0,1,1,10,1,0,0,1,0,0,0,0,1,0,3,17,581,755,0,4,1300,3,0,2,1031,594,915,1,82,666,3,19,14,0,622,0,1,20,0,9
0,1,0,22,12,2,0,3,4,0,0,0,2,0,76,2,9,15,3,0,1301,18,0,2,1032,10,916,1,208,12,5,162,1,2,11,0,2,13,1,2
1,0,0,0,0,0,1,4,12,124,34,0,0,0,3,29,0,10,0,0,32,1,0,626,31,0,30,2,100,0,0,84,226,3,0,0,6,20,6,463
